frame_id,action,timestamp,reward
0,0,1769532435.3595,0
1,0,1769532435.764655,0
2,0,1769532435.7979891,0
3,0,1769532435.831323,0
4,0,1769532435.864657,0
5,0,1769532435.897991,0
6,0,1769532435.931325,0
7,0,1769532435.964659,0
8,0,1769532435.997993,0
9,0,1769532436.031327,0
10,0,1769532436.067151,0
11,0,1769532436.100485,0
12,0,1769532436.1338189,0
13,0,1769532436.167153,0
14,0,1769532436.200487,0
15,0,1769532436.233821,0
16,0,1769532436.267155,0
17,0,1769532436.300489,0
18,0,1769532436.333823,0
19,0,1769532436.367244,0
20,0,1769532436.400578,0
21,0,1769532436.433912,0
22,0,1769532436.467246,0
23,0,1769532436.50058,0
24,0,1769532436.533988,0
25,0,1769532436.567322,0
26,0,1769532436.6006558,0
27,0,1769532436.6339898,0
28,0,1769532436.6673238,0
29,0,1769532436.7006578,0
30,0,1769532436.7339919,0
31,0,1769532436.7673259,0
32,0,1769532436.80066,0
33,0,1769532436.833994,0
34,0,1769532436.867328,0
35,0,1769532436.900662,0
36,0,1769532436.933996,0
37,0,1769532436.96733,0
38,1,1769532437.000664,0
39,0,1769532437.033998,0
40,0,1769532437.0673332,0
41,0,1769532437.1006668,0
42,0,1769532437.134002,0
43,0,1769532437.167336,0
44,0,1769532437.206573,0
45,0,1769532437.239907,0
46,0,1769532437.273241,0
47,0,1769532437.306575,0
48,0,1769532437.339909,0
49,0,1769532437.3732429,0
50,0,1769532437.4065769,0
51,0,1769532437.439911,0
52,0,1769532437.473245,0
53,0,1769532437.506579,0
54,0,1769532437.539913,0
55,0,1769532437.573247,0
56,0,1769532437.606581,0
57,0,1769532437.639915,0
58,0,1769532437.673249,0
59,0,1769532437.706583,0
60,0,1769532437.739917,0
61,0,1769532437.773251,0
62,0,1769532437.806585,0
63,0,1769532437.839919,0
64,0,1769532437.873253,0
65,0,1769532437.906587,0
66,0,1769532437.939921,0
67,0,1769532437.973255,0
68,0,1769532438.006589,0
69,0,1769532438.039923,0
70,0,1769532438.073257,0
71,0,1769532438.106591,0
72,0,1769532438.139925,0
73,0,1769532438.173259,0
74,0,1769532438.206593,0
75,0,1769532438.239927,0
76,0,1769532438.273261,0
77,0,1769532438.3073761,0
78,0,1769532438.34071,0
79,0,1769532438.374044,0
80,0,1769532438.407378,0
81,0,1769532438.440712,0
82,0,1769532438.474046,0
83,0,1769532438.50738,0
84,0,1769532438.540714,0
85,0,1769532438.574048,0
86,0,1769532438.607382,0
87,0,1769532438.640716,0
88,0,1769532438.67405,0
89,0,1769532438.707384,0
90,0,1769532438.7407181,0
91,0,1769532438.7740521,0
92,0,1769532438.8073862,0
93,0,1769532438.84072,0
94,0,1769532438.874054,0
95,0,1769532438.907388,0
96,0,1769532438.940722,0
97,0,1769532438.974056,0
98,0,1769532439.00739,0
99,0,1769532439.040724,0
100,0,1769532439.074058,0
101,0,1769532439.107392,0
102,0,1769532439.140726,0
103,0,1769532439.17406,0
104,0,1769532439.2073941,0
105,0,1769532439.2407281,0
106,0,1769532439.2740622,0
107,0,1769532439.3073962,0
108,0,1769532439.3407302,0
109,0,1769532439.3740642,0
110,0,1769532439.407398,0
111,0,1769532439.440732,0
112,0,1769532439.474066,0
113,0,1769532439.5074,0
114,0,1769532439.540734,0
115,0,1769532439.574068,0
116,0,1769532439.607402,0
117,0,1769532439.640736,0
118,0,1769532439.6740701,0
119,1,1769532439.7074041,0
120,1,1769532439.7407382,0
121,1,1769532439.7740722,0
122,1,1769532439.8074062,0
123,1,1769532439.8407402,0
124,1,1769532439.8740742,0
125,1,1769532439.9074078,0
126,1,1769532439.9407418,0
127,1,1769532439.9740758,0
128,1,1769532440.0074098,0
129,1,1769532440.0407438,0
130,1,1769532440.0740778,0
131,1,1769532440.1074219,0
132,1,1769532440.140756,0
133,1,1769532440.17409,0
134,1,1769532440.207424,0
135,1,1769532440.240758,0
136,1,1769532440.274092,0
137,1,1769532440.307426,0
138,1,1769532440.34076,0
139,1,1769532440.374094,0
140,1,1769532440.407428,0
141,1,1769532440.440762,0
142,1,1769532440.474096,0
143,0,1769532440.5074298,0
144,0,1769532440.5407639,0
145,0,1769532440.5740979,0
146,0,1769532440.607432,0
147,0,1769532440.640766,0
148,0,1769532440.6741,0
149,0,1769532440.707434,0
150,0,1769532440.740768,0
151,0,1769532440.774102,0
152,0,1769532440.807436,0
153,0,1769532440.84077,0
154,0,1769532440.874104,0
155,0,1769532440.907438,0
156,0,1769532440.940772,0
157,0,1769532440.974106,0
158,0,1769532441.0074399,0
159,0,1769532441.0407739,0
160,0,1769532441.074108,0
161,0,1769532441.107442,0
162,0,1769532441.140776,0
163,0,1769532441.17411,0
164,0,1769532441.207444,0
165,0,1769532441.240778,0
166,0,1769532441.274112,0
167,0,1769532441.307446,0
168,0,1769532441.34078,0
169,0,1769532441.374114,0
170,0,1769532441.407448,0
171,0,1769532441.440782,0
172,0,1769532441.474116,0
173,0,1769532441.50745,0
174,0,1769532441.5407841,0
175,0,1769532441.574118,0
176,0,1769532441.607452,0
177,0,1769532441.640786,0
178,0,1769532441.67412,0
179,0,1769532441.707454,0
180,0,1769532441.740788,0
181,0,1769532441.774122,0
182,0,1769532441.807456,0
183,0,1769532441.84079,0
184,0,1769532441.874124,0
185,0,1769532441.907459,0
186,0,1769532441.940793,0
187,0,1769532441.974127,0
188,0,1769532442.007461,0
189,0,1769532442.0407948,0
190,0,1769532442.0741289,0
191,0,1769532442.107463,0
192,0,1769532442.140797,0
193,0,1769532442.174131,0
194,0,1769532442.207465,0
195,0,1769532442.240799,0
196,0,1769532442.274133,0
197,0,1769532442.307467,0
198,0,1769532442.340801,0
199,0,1769532442.374135,0
200,0,1769532442.407469,0
201,0,1769532442.440803,0
202,0,1769532442.474137,0
203,0,1769532442.507471,0
204,0,1769532442.540805,0
205,0,1769532442.5741389,0
206,0,1769532442.607473,0
207,0,1769532442.640807,0
208,0,1769532442.674141,0
209,0,1769532442.707475,0
210,0,1769532442.740809,0
211,0,1769532442.774143,0
212,0,1769532442.807477,0
213,0,1769532442.840811,0
214,0,1769532442.874145,0
215,1,1769532442.907479,0
216,1,1769532442.940813,0
217,1,1769532442.974147,0
218,1,1769532443.007481,0
219,1,1769532443.040815,0
220,1,1769532443.0741491,0
221,1,1769532443.107483,0
222,1,1769532443.140817,0
223,1,1769532443.174151,0
224,1,1769532443.207485,0
225,1,1769532443.240819,0
226,1,1769532443.274153,0
227,1,1769532443.307487,0
228,1,1769532443.340821,0
229,1,1769532443.374155,0
230,1,1769532443.407489,0
231,1,1769532443.440823,0
232,1,1769532443.474157,0
233,1,1769532443.507491,0
234,1,1769532443.5408251,0
235,1,1769532443.5741591,0
236,1,1769532443.6074932,0
237,0,1769532443.640827,0
238,0,1769532443.674161,0
239,0,1769532443.707495,0
240,0,1769532443.740829,0
241,0,1769532443.774163,0
242,0,1769532443.807497,0
243,0,1769532443.840831,0
244,0,1769532443.874165,0
245,0,1769532443.907499,0
246,0,1769532443.940833,0
247,0,1769532443.974167,0
248,0,1769532444.0075011,0
249,0,1769532444.0408351,0
250,0,1769532444.0741692,0
251,0,1769532444.1075032,0
252,0,1769532444.1408372,0
253,0,1769532444.174171,0
254,0,1769532444.207505,0
255,0,1769532444.240839,0
256,0,1769532444.274173,0
257,0,1769532444.307507,0
258,0,1769532444.340841,0
259,0,1769532444.374175,0
260,0,1769532444.407509,0
261,0,1769532444.440843,0
262,0,1769532444.4741771,0
263,0,1769532444.5075111,0
264,0,1769532444.5408452,0
265,0,1769532444.5741792,0
266,0,1769532444.6075132,0
267,0,1769532444.6408472,0
268,0,1769532444.6741812,0
269,0,1769532444.7075148,0
270,0,1769532444.7408488,0
271,0,1769532444.7741828,0
272,0,1769532444.8075168,0
273,0,1769532444.840864,0
274,0,1769532444.87424,0
275,0,1769532444.907574,0
276,0,1769532444.940908,0
277,0,1769532444.974242,0
278,0,1769532445.007576,0
279,0,1769532445.04091,0
280,0,1769532445.074244,0
281,0,1769532445.107578,0
282,0,1769532445.140912,0
283,0,1769532445.1742458,0
284,0,1769532445.2075799,0
285,0,1769532445.2409139,0
286,0,1769532445.274248,0
287,0,1769532445.307582,0
288,0,1769532445.340916,0
289,0,1769532445.37425,0
290,0,1769532445.407584,0
291,0,1769532445.440918,0
292,0,1769532445.474252,0
293,0,1769532445.507586,0
294,0,1769532445.54092,0
295,0,1769532445.574254,0
296,0,1769532445.607588,0
297,0,1769532445.640922,0
298,0,1769532445.6742558,0
299,0,1769532445.7075899,0
300,0,1769532445.740924,0
301,0,1769532445.774258,0
302,0,1769532445.807592,0
303,0,1769532445.840926,0
304,0,1769532445.87426,0
305,0,1769532445.907594,0
306,0,1769532445.940928,0
307,0,1769532445.974262,0
308,0,1769532446.007596,0
309,0,1769532446.04093,0
310,0,1769532446.074264,0
311,0,1769532446.107598,0
312,0,1769532446.140932,0
313,0,1769532446.174266,0
314,0,1769532446.2076,0
315,0,1769532446.240934,0
316,0,1769532446.274268,0
317,0,1769532446.307602,0
318,0,1769532446.340936,0
319,0,1769532446.37427,0
320,0,1769532446.407604,0
321,0,1769532446.440938,0
322,0,1769532446.474272,0
323,0,1769532446.507606,0
324,0,1769532446.54094,0
325,0,1769532446.574274,0
326,0,1769532446.607608,0
327,0,1769532446.640942,0
328,0,1769532446.674276,0
329,1,1769532446.7076101,0
330,1,1769532446.740944,0
331,1,1769532446.774278,0
332,1,1769532446.807612,0
333,1,1769532446.840946,0
334,1,1769532446.87428,0
335,1,1769532446.907614,0
336,1,1769532446.940948,0
337,1,1769532446.974313,0
338,1,1769532447.007647,0
339,1,1769532447.040981,0
340,1,1769532447.074315,0
341,1,1769532447.107649,0
342,1,1769532447.140983,0
343,1,1769532447.1743171,0
344,1,1769532447.2076511,0
345,1,1769532447.2409852,0
346,1,1769532447.2743192,0
347,1,1769532447.3076532,0
348,1,1769532447.340987,0
349,1,1769532447.374321,0
350,1,1769532447.407655,0
351,1,1769532447.440989,0
352,1,1769532447.474323,0
353,1,1769532447.507657,0
354,1,1769532447.541012,0
355,1,1769532447.574346,0
356,1,1769532447.60768,0
357,0,1769532447.641047,0
358,0,1769532447.674381,0
359,0,1769532447.707715,0
360,0,1769532447.741049,0
361,0,1769532447.774383,0
362,0,1769532447.807717,0
363,0,1769532447.84108,0
364,0,1769532447.874432,0
365,0,1769532447.907766,0
366,0,1769532447.9411001,0
367,0,1769532447.9744341,0
368,0,1769532448.0077682,0
369,0,1769532448.0411022,0
370,0,1769532448.0744362,0
371,0,1769532448.1077702,0
372,0,1769532448.1411042,0
373,0,1769532448.174438,0
374,0,1769532448.207772,0
375,0,1769532448.241106,0
376,0,1769532448.27444,0
377,0,1769532448.307774,0
378,0,1769532448.341108,0
379,0,1769532448.374442,0
380,0,1769532448.407776,0
381,0,1769532448.4411101,0
382,0,1769532448.4744442,0
383,0,1769532448.507778,0
384,0,1769532448.541112,0
385,0,1769532448.574446,0
386,0,1769532448.60778,0
387,0,1769532448.641114,0
388,0,1769532448.6744478,0
389,0,1769532448.7077818,0
390,0,1769532448.7411158,0
391,0,1769532448.7744498,0
392,0,1769532448.8077838,0
393,0,1769532448.8411179,0
394,0,1769532448.8744519,0
395,0,1769532448.907786,0
396,0,1769532448.94112,0
397,0,1769532448.974454,0
398,0,1769532449.007788,0
399,0,1769532449.041122,0
400,0,1769532449.074456,0
401,0,1769532449.10779,0
402,0,1769532449.141124,0
403,1,1769532449.174458,0
404,1,1769532449.207792,0
405,1,1769532449.2411258,0
406,1,1769532449.2744598,0
407,1,1769532449.3077939,0
408,1,1769532449.3411279,0
409,1,1769532449.374462,0
410,1,1769532449.407796,0
411,1,1769532449.44113,0
412,1,1769532449.474464,0
413,1,1769532449.507798,0
414,1,1769532449.541132,0
415,1,1769532449.574466,0
416,1,1769532449.6078,0
417,1,1769532449.641134,0
418,1,1769532449.674468,0
419,1,1769532449.707802,0
420,1,1769532449.7411358,0
421,1,1769532449.7744699,0
422,1,1769532449.8078039,0
423,1,1769532449.841138,0
424,1,1769532449.874472,0
425,1,1769532449.907806,0
426,1,1769532449.94114,0
427,1,1769532449.974474,0
428,1,1769532450.007808,0
429,1,1769532450.041142,0
430,1,1769532450.074476,0
431,1,1769532450.10781,0
432,1,1769532450.141144,0
433,1,1769532450.174478,0
434,1,1769532450.207812,0
435,1,1769532450.241146,0
436,1,1769532450.27448,0
437,1,1769532450.307814,0
438,1,1769532450.341148,0
439,1,1769532450.374482,0
440,1,1769532450.407816,0
441,1,1769532450.44115,0
442,1,1769532450.474484,0
443,1,1769532450.507818,0
